127.0.0.1 - - [20/Oct/2016:09:04:15 +0600] "HEAD / HTTP/1.1" 200 -
127.0.0.1 - - [20/Oct/2016:17:53:53 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:53:53 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:53:53 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:53:55 +0600] "GET /intropage.php HTTP/1.1" 200 1626
127.0.0.1 - - [20/Oct/2016:17:53:55 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:53:55 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:53:55 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:53:56 +0600] "GET /includes/ban.php?=3 HTTP/1.1" 200 348
127.0.0.1 - - [20/Oct/2016:17:53:57 +0600] "GET /intropage.php HTTP/1.1" 200 1626
127.0.0.1 - - [20/Oct/2016:17:54:12 +0600] "GET /intropage.php HTTP/1.1" 200 1626
127.0.0.1 - - [20/Oct/2016:17:54:12 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:54:12 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:54:12 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:54:13 +0600] "GET /includes/ban.php?=5 HTTP/1.1" 200 348
127.0.0.1 - - [20/Oct/2016:17:54:14 +0600] "GET /intropage.php HTTP/1.1" 200 1626
127.0.0.1 - - [20/Oct/2016:17:54:15 +0600] "GET /includes/ban.php?=3 HTTP/1.1" 200 348
127.0.0.1 - - [20/Oct/2016:17:54:16 +0600] "GET /intropage.php HTTP/1.1" 200 1626
127.0.0.1 - - [20/Oct/2016:17:54:31 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:54:31 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:54:31 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:54:31 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:54:32 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 200 348
127.0.0.1 - - [20/Oct/2016:17:54:35 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:54:50 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 200 348
127.0.0.1 - - [20/Oct/2016:17:56:06 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:06 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:56:06 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:56:06 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:56:06 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:56:07 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:07 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:56:08 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:08 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:56:09 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:09 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:56:10 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:10 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:56:10 +0600] "GET /includes/ban.php?id=5 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:10 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:17:56:11 +0600] "GET /includes/ban.php?id=5 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:11 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:17:56:16 +0600] "GET /includes/ban.php?id=5 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:16 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:17:56:17 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:56:17 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:17:57:18 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:17:57:18 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:18 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:18 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:19 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:17:57:19 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:19 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:19 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:20 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:20 +0600] "GET /intropage.php HTTP/1.1" 200 1642
127.0.0.1 - - [20/Oct/2016:17:57:21 +0600] "GET /includes/ban.php?id=5 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:21 +0600] "GET /intropage.php HTTP/1.1" 200 1648
127.0.0.1 - - [20/Oct/2016:17:57:21 +0600] "GET /includes/ban.php?id=21 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:21 +0600] "GET /intropage.php HTTP/1.1" 200 1654
127.0.0.1 - - [20/Oct/2016:17:57:22 +0600] "GET /includes/ban.php?id=23 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:22 +0600] "GET /intropage.php HTTP/1.1" 200 1660
127.0.0.1 - - [20/Oct/2016:17:57:22 +0600] "GET /includes/ban.php?id=24 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:22 +0600] "GET /intropage.php HTTP/1.1" 200 1666
127.0.0.1 - - [20/Oct/2016:17:57:23 +0600] "GET /includes/ban.php?id=25 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:23 +0600] "GET /intropage.php HTTP/1.1" 200 1672
127.0.0.1 - - [20/Oct/2016:17:57:24 +0600] "GET /includes/ban.php?id=28 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:24 +0600] "GET /intropage.php HTTP/1.1" 200 1678
127.0.0.1 - - [20/Oct/2016:17:57:24 +0600] "GET /includes/ban.php?id=29 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:24 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:25 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:25 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:25 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:25 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:26 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:26 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:27 +0600] "GET /includes/ban.php?id=5 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:27 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:27 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:27 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:28 +0600] "GET /includes/ban.php?id=5 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:28 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:29 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:29 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:38 +0600] "GET /intropage.php HTTP/1.1" 200 1700
127.0.0.1 - - [20/Oct/2016:17:57:38 +0600] "GET /css/bootstrap.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:38 +0600] "GET /css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:38 +0600] "GET /css/font-awesome.css HTTP/1.1" 304 -
127.0.0.1 - - [20/Oct/2016:17:57:39 +0600] "GET /includes/unban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:39 +0600] "GET /intropage.php HTTP/1.1" 200 1692
127.0.0.1 - - [20/Oct/2016:17:57:40 +0600] "GET /includes/unban.php?id=5 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:40 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:40 +0600] "GET /includes/unban.php?id=21 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:40 +0600] "GET /intropage.php HTTP/1.1" 200 1676
127.0.0.1 - - [20/Oct/2016:17:57:41 +0600] "GET /includes/ban.php?id=21 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:41 +0600] "GET /intropage.php HTTP/1.1" 200 1684
127.0.0.1 - - [20/Oct/2016:17:57:41 +0600] "GET /includes/unban.php?id=21 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:41 +0600] "GET /intropage.php HTTP/1.1" 200 1676
127.0.0.1 - - [20/Oct/2016:17:57:42 +0600] "GET /includes/unban.php?id=23 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:42 +0600] "GET /intropage.php HTTP/1.1" 200 1668
127.0.0.1 - - [20/Oct/2016:17:57:43 +0600] "GET /includes/unban.php?id=24 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:43 +0600] "GET /intropage.php HTTP/1.1" 200 1660
127.0.0.1 - - [20/Oct/2016:17:57:43 +0600] "GET /includes/unban.php?id=25 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:43 +0600] "GET /intropage.php HTTP/1.1" 200 1652
127.0.0.1 - - [20/Oct/2016:17:57:44 +0600] "GET /includes/unban.php?id=28 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:44 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:17:57:44 +0600] "GET /includes/unban.php?id=29 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:44 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:17:57:44 +0600] "GET /includes/ban.php?id=28 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:44 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:17:57:45 +0600] "GET /includes/ban.php?id=24 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:45 +0600] "GET /intropage.php HTTP/1.1" 200 1652
127.0.0.1 - - [20/Oct/2016:17:57:46 +0600] "GET /includes/ban.php?id=25 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:46 +0600] "GET /intropage.php HTTP/1.1" 200 1660
127.0.0.1 - - [20/Oct/2016:17:57:46 +0600] "GET /includes/unban.php?id=28 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:46 +0600] "GET /intropage.php HTTP/1.1" 200 1652
127.0.0.1 - - [20/Oct/2016:17:57:47 +0600] "GET /includes/unban.php?id=24 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:47 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:17:57:47 +0600] "GET /includes/unban.php?id=25 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:17:57:47 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:18:00:41 +0600] "GET /task0 HTTP/1.1" 404 1056
127.0.0.1 - - [20/Oct/2016:18:00:49 +0600] "GET /task0 HTTP/1.1" 301 335
127.0.0.1 - - [20/Oct/2016:18:00:49 +0600] "GET /task0/ HTTP/1.1" 200 3301
127.0.0.1 - - [20/Oct/2016:18:00:49 +0600] "GET /icons/back.gif HTTP/1.1" 200 216
127.0.0.1 - - [20/Oct/2016:18:00:51 +0600] "GET /task0/intropage.php HTTP/1.1" 200 2075
127.0.0.1 - - [20/Oct/2016:18:00:51 +0600] "GET /task0/css/style.css HTTP/1.1" 200 4187
127.0.0.1 - - [20/Oct/2016:18:01:01 +0600] "GET /task0/intropage.php HTTP/1.1" 200 2075
127.0.0.1 - - [20/Oct/2016:18:01:08 +0600] "GET /task0/register.php HTTP/1.1" 200 1213
127.0.0.1 - - [20/Oct/2016:18:01:08 +0600] "GET /task0/css/style.css HTTP/1.1" 200 4187
127.0.0.1 - - [20/Oct/2016:18:01:53 +0600] "GET /task0/TW.php HTTP/1.1" 200 510
127.0.0.1 - - [20/Oct/2016:18:01:54 +0600] "GET /task0/css/style.css HTTP/1.1" 200 4187
127.0.0.1 - - [20/Oct/2016:18:01:54 +0600] "GET /task0/img/twi.png HTTP/1.1" 200 683474
127.0.0.1 - - [20/Oct/2016:18:01:56 +0600] "GET /task0/blockuser.php HTTP/1.1" 302 120
::1 - - [20/Oct/2016:18:01:56 +0600] "GET /task1/intropage.php HTTP/1.1" 404 1192
::1 - - [20/Oct/2016:18:01:56 +0600] "GET /favicon.ico HTTP/1.1" 404 1214
127.0.0.1 - - [20/Oct/2016:18:02:34 +0600] "GET /task0/css/style.css HTTP/1.1" 200 4187
127.0.0.1 - - [20/Oct/2016:18:03:57 +0600] "GET /task0/ HTTP/1.1" 200 3301
127.0.0.1 - - [20/Oct/2016:18:04:29 +0600] "GET /task0/intropage.php HTTP/1.1" 200 2075
127.0.0.1 - - [20/Oct/2016:18:04:29 +0600] "GET /task0/css/style.css HTTP/1.1" 200 4187
127.0.0.1 - - [20/Oct/2016:18:04:30 +0600] "GET /task0/unblockuser.php?id=3 HTTP/1.1" 302 2
::1 - - [20/Oct/2016:18:04:30 +0600] "GET /task1/intropage.php HTTP/1.1" 404 1218
127.0.0.1 - - [20/Oct/2016:18:04:32 +0600] "GET /task0/intropage.php HTTP/1.1" 200 2075
127.0.0.1 - - [20/Oct/2016:18:04:37 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:37 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:18:04:37 +0600] "GET /includes/unban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:37 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:18:04:40 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:40 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:18:04:41 +0600] "GET /includes/unban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:41 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:18:04:42 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:42 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:18:04:43 +0600] "GET /includes/unban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:43 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:18:04:44 +0600] "GET /includes/ban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:44 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:18:04:45 +0600] "GET /includes/unban.php?id=3 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:45 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:18:04:59 +0600] "GET /includes/ban.php?id=21 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:04:59 +0600] "GET /intropage.php HTTP/1.1" 200 1644
127.0.0.1 - - [20/Oct/2016:18:05:00 +0600] "GET /includes/unban.php?id=21 HTTP/1.1" 302 2
127.0.0.1 - - [20/Oct/2016:18:05:00 +0600] "GET /intropage.php HTTP/1.1" 200 1636
127.0.0.1 - - [20/Oct/2016:18:05:04 +0600] "GET /logout.php HTTP/1.1" 302 -
127.0.0.1 - - [20/Oct/2016:18:05:04 +0600] "GET /login.php HTTP/1.1" 200 1825
